power.draw [W]
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
18.07
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.97
17.82
17.82
17.82
17.82
17.82
17.82
19.48
19.48
19.48
19.48
19.48
19.48
19.48
19.48
19.48
21.41
21.41
21.41
21.41
21.41
21.41
21.41
21.41
21.41
21.41
23.04
23.04
23.04
23.04
23.04
23.04
23.04
23.04
23.04
23.04
30.60
30.60
30.60
30.60
30.60
30.60
30.60
30.60
30.60
32.54
32.54
32.54
32.54
32.54
32.54
32.54
32.54
32.54
32.54
34.19
34.19
34.19
34.19
34.19
34.19
34.19
34.19
34.19
35.63
35.63
35.63
35.63
35.63
35.63
35.63
35.63
35.63
35.63
36.89
36.89
36.89
36.89
36.89
36.89
36.89
36.89
36.89
36.89
37.98
37.98
37.98
37.98
37.98
37.98
37.98
37.98
37.98
38.93
38.93
38.93
38.93
38.93
38.93
38.93
38.93
38.93
38.93
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
53.96
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
29.56
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
23.10
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
18.64
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.94
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
17.78
