power.draw [W]
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.65
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.61
17.64
17.64
17.64
17.64
17.64
17.64
17.64
17.64
25.43
25.43
25.43
25.43
25.43
25.43
25.43
25.43
25.43
25.43
60.07
60.07
60.07
60.07
60.07
60.07
60.07
60.07
60.07
60.07
83.34
83.34
83.34
83.34
83.34
83.34
83.34
83.34
83.34
83.34
102.58
102.58
102.58
102.58
102.58
102.58
102.58
102.58
102.58
118.35
118.35
118.35
118.35
118.35
118.35
118.35
118.35
118.35
118.35
118.35
118.35
132.97
132.97
132.97
132.97
132.97
132.97
132.97
132.97
144.69
144.69
144.69
144.69
144.69
144.69
144.69
144.69
144.69
144.69
158.33
158.33
158.33
158.33
158.33
158.33
158.33
158.33
158.33
158.33
170.50
170.50
170.50
170.50
170.50
170.50
170.50
170.50
170.50
180.99
180.99
180.99
180.99
180.99
180.99
180.99
180.99
180.99
180.99
343.86
343.86
343.86
343.86
343.86
343.86
343.86
343.86
343.86
343.86
371.08
371.08
371.08
371.08
371.08
371.08
371.08
371.08
371.08
384.54
384.54
384.54
384.54
384.54
384.54
384.54
384.54
384.54
384.54
397.33
397.33
397.33
397.33
397.33
397.33
397.33
397.33
397.33
397.33
410.48
410.48
410.48
410.48
410.48
410.48
410.48
410.48
410.48
410.48
424.90
424.90
424.90
424.90
424.90
424.90
424.90
