power.draw [W]
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.12
18.03
18.03
18.03
18.03
18.03
18.03
18.03
18.03
18.03
18.01
18.01
18.01
18.01
18.01
18.01
18.01
18.01
25.39
25.39
25.39
25.39
25.39
25.39
25.39
25.39
25.39
25.39
45.62
45.62
45.62
45.62
45.62
45.62
45.62
45.62
50.65
50.65
50.65
50.65
50.65
50.65
50.65
50.65
50.65
50.65
51.40
51.40
51.40
51.40
51.40
51.40
51.40
51.40
51.40
51.40
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.06
52.66
52.66
52.66
52.66
52.66
52.66
52.66
52.66
52.66
52.66
53.17
53.17
53.17
53.17
53.17
53.17
53.17
53.17
53.17
53.63
53.63
53.63
53.63
53.63
53.63
53.63
53.63
53.63
53.63
54.04
54.04
54.04
54.04
54.04
54.04
54.04
54.04
54.04
54.04
87.54
87.54
87.54
87.54
87.54
87.54
87.54
87.54
87.54
87.54
91.52
91.52
91.52
91.52
91.52
91.52
91.52
91.52
91.52
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
87.40
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
58.91
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
39.75
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
20.12
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
18.86
